ID|Kraj|Kod|Miasto|Ulica|NrDomu|NrLokalu|Wojewodztwo|Powiat|Gmina
A1804599|PL|26-110|Skarżysko-Kamienna|ul. gen. Stefana  Roweckiego  Grota[G.Roweckiego]|12||ŚWIĘTOKRZYSKIE[]|skarżyski[]|Skarżysko-Kamienna[]
A1804689|PL|82-500|Kwidzyn|ul. Bolka Lolka[Bolka i Lolka]|27||POMORSKIE|kwidzyński|Kwidzyn
A1804851|PL|34-400|Nowy Targ|ul. gen. Stanisława  Maczka[Gen. St. Maczka]|3|30|MAŁOPOLSKIE[]|nowotarski[]|Nowy Targ[]
A1804988|PL|41-909|Bytom|ul. św. Cyryla Metodego[św. Cyryla i Metodego]|56|10|ŚLĄSKIE[]|Bytom[]|Bytom[]
A1805569|PL|34-325|Łodygowice|ul. Stefana  Żeromskiego[S. Żeromskiego]|4||ŚLĄSKIE|żywiecki|Łodygowice
A1805570|PL|34-360|Milówka|ul. ks. Franciszka  Bednarczyka[Ks. Fr. Bednarczyka]|6||ŚLĄSKIE[]|żywiecki[]|Milówka[]
A1805986|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|34|2|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1806143|PL|32-064|Rudawa|ul. płk Stanisława  Zielonki[Płk.St. Zielonki]|8||MAŁOPOLSKIE[]|krakowski[]|Zabierzów[]
A1806599|PL|09-413[09-411]|Sikórz|[Sikórz]|121||MAZOWIECKIE[]|płocki[]|Brudzeń Duży[]
A1806755|PL|43-502|Czechowice-Dziedzice|ul. św. Barbary[ul. Barbary]|15||ŚLĄSKIE|bielski|Czechowice-Dziedzice
A1807046|PL|34-100|Wadowice|os. Wadowity[os. M. Wadowity]|1|5|MAŁOPOLSKIE[]|wadowicki[]|Wadowice[]
A1807168|PL|44-100|Gliwice|ul. o. Jana  Siemińskiego[ul. Siemińskiego Józefa]|11|7|ŚLĄSKIE|Gliwice|Gliwice
A1807474|PL|32-700|Bochnia|ul. św. Leonarda[Leonarda]|12|26|MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1807526|PL|30-798|Kraków|ul. Henryka i Karola Czeczów[H.K. Czeczów]|20|25|MAŁOPOLSKIE|Kraków|Kraków
A1808014|PL|71-631|Szczecin|ul. księcia Racibora[Ul. Racibora]|60|61|ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1808475|PL|16-300|Augustów|al. bł. ks. kard. prym. Stefana  Wyszyńskiego[Aleja Kardynała Wyszyńskiego]|4|5|PODLASKIE|augustowski|Augustów
A1809120|PL|01-501|Warszawa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ul. Ks. Jerzego Popiełuszki]|2|98|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1809323|PL|30-532|Kraków|ul. Dąbrowskiego[gen.Henryka Dąbrowskiego]|4|14|MAŁOPOLSKIE|Kraków|Kraków
A1809617|PL|30-798|Kraków|ul. Henryka i Karola Czeczów[H.K.Czeczow]|22|40|MAŁOPOLSKIE|Kraków|Kraków
A1810665|PL|32-300|Olkusz|ul. króla Kazimierza  Wielkiego[K.Kazimierza Wielkiego]|47||MAŁOPOLSKIE[]|olkuski[]|Olkusz[]
A1810674|PL|53-627|Wrocław|ul. hetm. Stefana  Czarnieckiego[S.Czarnieckiego]|78|9|DOLNOŚLĄSKIE|Wrocław|Wrocław
A1812695|PL|70-300|Szczecin|ul. bł. królowej Jadwigi[ul. Jadwigi]|47|9|ZACHODNIOPOMORSKIE|Szczecin|Szczecin
A1812743|PL|44-105|Gliwice|ul. Ignacego  Domeyki[J.DOMEYKI]|34||ŚLĄSKIE|Gliwice|Gliwice
A1814630|PL|31-543|Kraków|ul. płk Francesca  Nulla[Fr.Nullo]|20|26|MAŁOPOLSKIE|Kraków|Kraków
A1815834|PL|38-211[38-200]|Jabłonica||103||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1816168|PL|33-336[33-380]|Krzyżówka||13||MAŁOPOLSKIE[]|nowosądecki[]|Łabowa[]
A1817531|PL|40-306|Katowice|ul. ks. dr Wiktora  Siwka[ul.Ks.W.Siwka 13]|13[]||ŚLĄSKIE[]|Katowice[]|Katowice[]
A1818080|PL|20-631|Lublin|ul. Balcera[Pana Balcera]|1|275|LUBELSKIE[]|Lublin[]|Lublin[]
A1819199|PL|30-320|Kraków|ul. ks. Stefana  Pawlickiego[ks. S.Pawlickiego]|2B|22|MAŁOPOLSKIE|Kraków|Kraków
A1819718|PL|00-666|Warszawa|ul. Stanisława  Noakowskiego[S.NOAKOWSKIEGO]|12|65|MAZOWIECKIE|Warszawa|Warszawa[OCHOTA]
A1819764|PL|75-403|Koszalin|ul. płk Witolda  Pileckiego[ROTMISTRZA WITOLDA PILECKIEGO]|4|4|ZACHODNIOPOMORSKIE|Koszalin|Koszalin
A1820037|PL|21-040|Świdnik|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|26A||LUBELSKIE[]|świdnicki[]|Świdnik[]
A1820539|PL|02-466|Warszawa|ul. Czesława  Kłosia[Cz.Kłosia]|8|39|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1820571|PL|02-781|Warszawa|ul. płk Witolda  Pileckiego[ul.Rtm.W.Pileckiego 67]|67[]||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1820732|PL|71-631|Szczecin|ul. księcia Racibora[Ul. Racibora]|60|61|ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1821431|PL|17-100|Bielsk Podlaski|al. marsz. Józefa  Piłsudskiego[Al.J.K.Piłsudskiego]|28||PODLASKIE[]|bielski[]|Bielsk Podlaski[]
A1821687|PL|31-115|Kraków|pl. gen. Władysława  Sikorskiego[wł.Sikorskiego]|8||MAŁOPOLSKIE|Kraków|Kraków
A1823911|PL|35-002[35-959]|Rzeszów|ul. Stefana  Okrzei[S.Okrzei]|7||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1824287|PL|41-506|Chorzów|ul. Stefana  Batorego[Ul. S. Batorego]|48||ŚLĄSKIE[]|Chorzów[]|Chorzów[]
A1824778|PL|01-786|Warszawa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1825213|PL|01-786|Warszawa|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1825585|PL|36-060|Głogów Małopolski|ul. św. bp Józefa Sebastiana Pelczara[Bp.Pelczara]|27||PODKARPACKIE[]|rzeszowski[]|Głogów Małopolski[]
A1826117|PL|32-566|Poręba Żegoty|ul. Władysława Stanisława Reymonta[Wł. Reymonta]|63||MAŁOPOLSKIE|chrzanowski|Alwernia
A1826166|PL|38-211[38-200]|Jabłonica||86||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1826238|PL|32-800|Brzesko|os. króla Władysława II Jagiełły[os. Wł.Jagiełły]|4|37|MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1826418|PL|38-211[38-200]|Jabłonica||168||PODKARPACKIE[]|jasielski[]|Skołyszyn[]
A1826537|PL|32-445[32-455]|Krzyszkowice||227||MAŁOPOLSKIE[]|myślenicki[]|Myślenice[]
A1826568|PL|33-300|Nowy Sącz|ul. św. Kunegundy[Kunegundy]|34|22|MAŁOPOLSKIE[]|Nowy Sącz[]|Nowy Sącz[]
A1826798|PL|39-300|Mielec|ul. płk Franciszka  Hynka[Kapitana Hynka]|12||PODKARPACKIE[]|mielecki[]|Mielec[]
A1827536|PL|78-200|Białogard|ul. księcia Bogusława X[Ks. Bogusława X]|1|47|ZACHODNIOPOMORSKIE[]|białogardzki[]|Białogard[]
A1827572|PL|32-651|Nowa Wieś|ul. Juliana Ursyna Niemcewicza[J. A. Niemcewicza]|15A||MAŁOPOLSKIE[]|oświęcimski[]|Kęty[]
A1827641|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|2|2|MAŁOPOLSKIE|Kraków|Kraków
A1827733|PL|33-200|Dąbrowa Tarnowska|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|3|18|MAŁOPOLSKIE[]|dąbrowski[]|Dąbrowa Tarnowska[]
A1828222|PL|33-100|Tarnów|ul. Józsefa  Antalla[Józefa Antalla]|18||MAŁOPOLSKIE[]|Tarnów[]|Tarnów[]
A1829191|PL|19-507[19-508]|Główka|[Główka]|18||WARMIŃSKO-MAZURSKIE[]|gołdapski[]|Gołdap[]
A1830635|PL|32-410[32-422]|Stadniki||149||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1830912|PL|38-500|Sanok|ul. Tuwima[Juliana Tuwima]|12||PODKARPACKIE[]|sanocki[]|Sanok[]
A1831427|PL|28-200|Staszów|ul. ks. Hugona  Kołłątaja[ul. Hugo Kołłątaja]|6|22|ŚWIĘTOKRZYSKIE|staszowski[]|Staszów[]
A1831612|PL|37-450|Stalowa Wola|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks. Popiełuszki]|31|6|PODKARPACKIE[]|stalowowolski[]|Stalowa Wola[]
A1833269|PL|20-052|Lublin|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|28D|1|LUBELSKIE[]|Lublin[]|Lublin[]
A1833610|PL|00-546|Warszawa|ul. ks. kap. hm. Ignacego Jana Skorupki[Ks. I. Skorupki]|5||MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1834062|PL|80-374[80-644]|Gdańsk|ul. prez. RP Lecha  Kaczyńskiego[ul. Prezydenta Lecha Kaczyńskiego]|1|108|POMORSKIE|Gdańsk|Gdańsk
A1835374|PL|05-140|Serock|ul. Antoniego i Apoloniusza Kędzierskich[ul. A.A. Kędzierskich]|2A/2||MAZOWIECKIE[]|legionowski[]|Serock[]
A1835604|PL|30-348|Kraków|ul. gen. Stefana  Roweckiego  Grota[S.Grota-Roweckiego]|39|26|MAŁOPOLSKIE|Kraków|Kraków
A1836454|PL|!90-532[90-532]|Łódź|ul. ks. kap. hm. Ignacego Jana Skorupki[ul.KS. Skorupki]|21|165|ŁÓDZKIE[]|Łódź[]|Łódź[]
A1836535|PL|70-394|Szczecin|ul. Stanisława  Leszczyńskiego[S.LESZCZYŃSKIEGO]|54||ZACHODNIOPOMORSKIE|Szczecin|Szczecin
A1836567|PL|38-400|Krosno|ul. ks. Stanisława  Decowskiego[Ks.St.Decowskiego]|52||PODKARPACKIE|Krosno|Krosno
A1837784|PL|87-100|Toruń|ul. księcia Świętopełka[Świętopełka]|38|13|KUJAWSKO-POMORSKIE[]|Toruń[]|Toruń[]
A1838357|PL|44-109|Gliwice|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Jerzego Popiełuszki]|4|2|ŚLĄSKIE|Gliwice|Gliwice
A1838856|PL|78-400|Szczecinek|ul. księżnej Elżbiety[Ks. Elżbiety]|1||ZACHODNIOPOMORSKIE[]|szczecinecki[]|Szczecinek[]
A1839198|PL|59-700|Bolesławiec|pl. bł. ks. Jerzego Aleksandra Popiełuszki[ul. Pl.KS. Jerzego Popiełuszki]|1||DOLNOŚLĄSKIE[]|bolesławiecki[]|Bolesławiec[]
A1839630|PL|50-231[50-527]|Wrocław|ul. Dawida Altera Kurzmanna[DAWIDA]|28|5|DOLNOŚLĄSKIE|Wrocław|Wrocław
A1840940|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[KRONIKARZA GALLA]|18|5|MAŁOPOLSKIE|Kraków|Kraków
A1841005|PL|31-409|Kraków|ul. Jana  Woronicza[Jana Pawła Woronicza]|3||MAŁOPOLSKIE|Kraków|Kraków
A1841029|PL|60-687|Poznań|os. Stefana  Batorego[os.S.Batorego]|38|12|WIELKOPOLSKIE|Poznań|Poznań
A1841194|PL|38-400[38-401]|Krosno|ul. bł. ks. Jerzego Aleksandra Popiełuszki[ks.J.Popiełuszki]|88A||PODKARPACKIE[]|Krosno[]|Krosno[]
A1841870|PL|27-100|Iłża|os. ks. Stanisława  Staszica[Os.St.Staszica]|12|13|MAZOWIECKIE[]|radomski[]|Iłża[]
A1841923|PL|03-984|Warszawa|ul. prem. Stanisława  Mikołajczyka[ST. MIKOŁAJCZYKA]|1|29|MAZOWIECKIE|Warszawa|Warszawa[PRAGA-POŁUDNIE]
A1842271|PL|91-348|Łódź|ul. św. Teresy     od Dzieciątka Jezus[ul. Teresy od Dzieciątka Jezus]|23|23|ŁÓDZKIE|Łódź|Łódź
A1842654|PL|76-200|Słupsk|ul. dr Ludwika  Rydygiera[Prof.Ludwika Rydygiera]|42||POMORSKIE[]|Słupsk[]|Słupsk[]
A1843022|PL|45-834|Opole|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Kard. Stefana Wyszyńskiego]|2|16|OPOLSKIE[]|Opole[]|Opole[]
A1843150|PL|30-864|Kraków|ul. ks. prał. Mariana  Łaczka[ks.Łaczka]|54||MAŁOPOLSKIE|Kraków|Kraków
A1843744|PL|08-300|Sokołów Podlaski|ul. św. Jana  Bosco[Księdza Bosco]|18|32|MAZOWIECKIE[]|sokołowski[]|Sokołów Podlaski[]
A1844459|PL|27-200|Starachowice|ul. ks. Stanisława  Staszica[ul.S.Staszica]|27||ŚWIĘTOKRZYSKIE[]|starachowicki[]|Starachowice[]
A1844759|PL|58-500|Jelenia Góra|ul. Stefana  Okrzei[St.Okrzei]|11|12|DOLNOŚLĄSKIE[]|Jelenia Góra[]|Jelenia Góra[]
A1844764|PL|01-476|Warszawa|ul. gen. Sylwestra  Kaliskiego[GEN.S.KALISKIEGO]|43|61|MAZOWIECKIE|Warszawa|Warszawa[BEMOWO]
A1844800|PL|31-999|Kraków|ul. Józefa  Sawy Calińskiego[Sawy-Calińskiego]|36A||MAŁOPOLSKIE|Kraków|Kraków
A1845011|PL|35-310|Rzeszów|ul. prof. Stanisława  Pigonia[ul.S.Pigonia 1]|1[]||PODKARPACKIE[]|Rzeszów[]|Rzeszów[]
A1846151|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[KRONIKARZA GALLA]|4|9|MAŁOPOLSKIE|Kraków|Kraków
A1846721|PL|60-687|Poznań|os. Stefana  Batorego[os.S.Batorego]|19|38|WIELKOPOLSKIE|Poznań|Poznań
A18471|PL|32-070|Dąbrowa Szlachecka|ul. św. papieża Jana Pawła II[Św.Jana Pawła II]|49||MAŁOPOLSKIE|krakowski|Czernichów
A1847570|PL|32-410[32-422]|Stadniki||39||MAŁOPOLSKIE[]|myślenicki[]|Dobczyce[]
A1847862|PL|25-137|Kielce|ul. przeora Augustyna  Kordeckiego[Księdza Augustyna Kordeckiego]|105||ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1848186|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[KRONIKARZA GALLA]|2|2|MAŁOPOLSKIE|Kraków|Kraków
A1848245|PL|46-040|Ozimek|ul. gen. Władysława  Sikorskiego[Gen.Wł.Sikorskiego]|17C|6|OPOLSKIE|opolski|Ozimek
A1848342|PL|30-218|Kraków|ul. Stanisława  Ciechanowskiego[S.Ciechanowskiego]|26||MAŁOPOLSKIE|Kraków|Kraków
A1849160|PL|30-198[31-198]|Kraków|ul. Zakliki   z Mydlnik[Zakliki]|16||MAŁOPOLSKIE[]|Kraków[]|Kraków[]
A1850066|PL|37-415|Turbia|ul. św. papieża Jana Pawła II[Św. Jana Pawła II]|83||PODKARPACKIE|stalowowolski|Zaleszany
A1850079|PL|43-100|Tychy|ul. Krzyżowskich   Rodzeństwa[ul.Rodzeństwa Krzyżowskich]|70|7|ŚLĄSKIE|Tychy|Tychy
A1850918|PL|39-400|Tarnobrzeg|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|16|38|PODKARPACKIE[]|Tarnobrzeg[]|Tarnobrzeg[]
A1850976|PL|15-204|Białystok|ul. ks. Stanisława  Andrukiewicza[Ks.St.Andrukiewicza]|11|33|PODLASKIE[]|Białystok[]|Białystok[]
A18519|PL|32-085[32-088]|Giebułtów||197||MAŁOPOLSKIE|krakowski[KRAKÓW]|Wielka Wieś[KRAKÓW]
A1852064|PL|26-230|Radoszyce|ul. św. papieża Jana Pawła II[Papieża Jana Pawła II]|42A||ŚWIĘTOKRZYSKIE[]|konecki[]|Radoszyce[]
A1852441|PL|02-781[02-795]|Warszawa|ul. płk Witolda  Pileckiego[rtm. Witolda Pileckiego]|110|49|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1852629|PL|47-400|Racibórz|ul. ks. prał. Bernarda  Gadego[Ks. Gadego]|20||ŚLĄSKIE|raciborski|Racibórz
A1852730|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|2|13|MAŁOPOLSKIE|Kraków|Kraków
A1852963|PL|31-504[31-709]|Kraków|ul. Zygmunta II Augusta[Stanisława Augusta Poniatowski]|33||MAŁOPOLSKIE|Kraków|Kraków
A1853348|PL|37-100|Łańcut|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[kard. Stefana Wyszyńskiego]|33||PODKARPACKIE[]|łańcucki[]|Łańcut[]
A1853877|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|17|11|MAŁOPOLSKIE|Kraków|Kraków
A1853909|PL|27-500|Opatów|ul. ks. Stanisława  Czernika[St. Czernika]|15||ŚWIĘTOKRZYSKIE[]|opatowski[]|Opatów[]
A1854545|PL|30-128|Kraków|ul. Stanisława  Przybyszewskiego[S.Przybyszewskiego]|64B|30|MAŁOPOLSKIE|Kraków|Kraków
A1855749|PL|32-860|Czchów|ul. ks. Franciszka  Koleboka[Ks. Fr. Koleboka]|12||MAŁOPOLSKIE[]|brzeski[]|Czchów[]
A1855795|PL|38-200|Jasło|ul. św. s. Marii Faustyny Kowalskiej[Św. Faustyny Kowalskiej]|6a||PODKARPACKIE[]|jasielski[]|Jasło[]
A1855897|PL|40-032|Katowice|ul. gen. Jana Henryka Dąbrowskiego[H. Dąbrowskiego]|1|18|ŚLĄSKIE[]|Katowice[]|Katowice[]
A1856190|PL|32-555|Zagórze|ul. marsz. Józefa  Piłsudskiego[M.J.Piłsudskiego]|38||MAŁOPOLSKIE[]|chrzanowski[]|Babice[]
A1856337|PL|41-300|Dąbrowa Górnicza|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[kard. S. Wyszyńskiego]|5|2|ŚLĄSKIE[]|Dąbrowa Górnicza[]|Dąbrowa Górnicza[]
A1857875|PL|42-202|Częstochowa|ul. św. Rocha[Rocha]|132||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1858401|PL|32-744[32-745]|Gierczyce||103||MAŁOPOLSKIE[]|bocheński[]|Bochnia[]
A1858425|PL|87-100|Toruń|ul. księcia Świętopełka[Świętopełka]|20A|1|KUJAWSKO-POMORSKIE|Toruń|Toruń
A1859288|PL|02-784[02-495]|Warszawa|ul. Oskara  Sosnowskiego[Gen.K.Sosnowskiego]|13||MAZOWIECKIE|Warszawa|Warszawa[WOLA]
A1859305|PL|55-011|Siechnice|ul. marsz. Józefa  Piłsudskiego[ul. M.J. Piłsudskiego]|10||DOLNOŚLĄSKIE[]|wrocławski[]|Siechnice[]
A1862615|PL|50-515|Wrocław|ul. ks. Czesława  Klimasa[Ks.Cz.Klimasa]|48||DOLNOŚLĄSKIE[]|Wrocław[]|Wrocław[]
A1863362|PL|32-400|Myślenice|ul. Kazimierza  Wielkiego[Króla Kazimieraz Wielkiego]|193||MAŁOPOLSKIE[]|myślenicki[]|Myślenice[]
A1863468|PL|00-668|Warszawa|ul. Stanisława  Noakowskiego[St.Noakowskiego]|18|20|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1863935|PL|87-100|Toruń|ul. księcia Świętopełka[Świętopełka]|20A|1|KUJAWSKO-POMORSKIE|Toruń|Toruń
A1866676|PL|30-303[30-301]|Kraków|ul. Madalińskiego[A.J.Madalińskiego]|3|1|MAŁOPOLSKIE|Kraków|Kraków
A1868814|PL|62-200|Gniezno|os. króla Władysława I Łokietka[os.Wł.Łokietka]|5b|5|WIELKOPOLSKIE[]|gnieźnieński[]|Gniezno[]
A1869013|PL|42-600[42-612]|Tarnowskie Góry|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|42||ŚLĄSKIE[]|tarnogórski[]|Tarnowskie Góry[]
A1869268|PL|96-300|Żyrardów|ul. Stanisława  Małachowskiego[S.Małachowskiego]|5||MAZOWIECKIE[]|żyrardowski[]|Żyrardów[]
A1870051|PL|32-540[32-546]|Młoszowa|ul. św. Józefa  Robotnika[Józefa Robotnika]|1||MAŁOPOLSKIE[]|chrzanowski[]|Trzebinia[]
A1870569|PL|30-705|Kraków|ul. Stanisława  Klimeckiego[S.Klimeckiego]|14b||MAŁOPOLSKIE|Kraków|Kraków
A1871401|PL|30-203|Kraków|ul. św. Bronisławy[Bronisławy]|1||MAŁOPOLSKIE|Kraków|Kraków
A1872226|PL|32-050|Skawina|ul. płk Witolda  Pileckiego[Rtm.Witolda Pileckiego]|5||MAŁOPOLSKIE[]|krakowski[]|Skawina[]
A1873558|PL|35-330|Rzeszów|ul. św. Faustyny[ul. Faustyny]|80||PODKARPACKIE|Rzeszów|Rzeszów
A1873559|PL|37-700|Przemyśl|wyb. św. papieża Jana Pawła II[Wybrzeże Ojca Świętego Jana Pawła II]|86|23|PODKARPACKIE[]|Przemyśl[]|Przemyśl[]
A1873659|PL|32-800|Brzesko|ul. gen. Władysława  Sikorskiego[Gen. Wł. Sikorskiego]|49||MAŁOPOLSKIE[]|brzeski[]|Brzesko[]
A1873768|PL|71-826|Szczecin|ul. księżnej Dąbrówki[Dąbrówki]|1G|5|ZACHODNIOPOMORSKIE[]|Szczecin[]|Szczecin[]
A1874353|PL|41-943|Piekary Śląskie|ul. św. papieża Jana Pawła II[Papieża Jana Pawła II]|128||ŚLĄSKIE[]|Piekary Śląskie[]|Piekary Śląskie[]
A1874670|PL|25-635|Kielce|ul. Sylwestra  Kowalczewskiego[S.Kowalczewskiego]|4|41|ŚWIĘTOKRZYSKIE[]|Kielce[]|Kielce[]
A1875179|PL|34-350|Cisiec|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Stefana Wyszyńskiego]|158||ŚLĄSKIE[]|żywiecki[]|Węgierska Górka[]
A1875478|PL|27-200|Starachowice|al. św. papieża Jana Pawła II[Świętego Jana Pawła II]|57a||ŚWIĘTOKRZYSKIE[]|starachowicki[]|Starachowice[]
A1875682|PL|32-500|Chrzanów|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Wyszyńskiego]|11|41|MAŁOPOLSKIE[]|chrzanowski[]|Chrzanów[]
A1875735|PL|34-120|Sułkowice|ul. bł. s. Faustyny[ul. Faustyny]|85||MAŁOPOLSKIE|wadowicki|Andrychów
A1876081|PL|32-005|Niepołomice|ul. płk Witolda  Pileckiego[Rotmistrza Witolda Pileckiego]|20|10|MAŁOPOLSKIE[]|wielicki[]|Niepołomice[]
A1876935|PL|30-720|Kraków|ul. gen. Ryszarda  Kuklińskiego[Płk.Ryszarda Kuklińskiego]|17A||MAŁOPOLSKIE|Kraków|Kraków
A1877239|PL|05-152|Cząstków Mazowiecki|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|10B||MAZOWIECKIE[]|nowodworski[]|Czosnów[]
A1877264|PL|15-182|Białystok|ul. gen. Stanisława  Sosabowskiego[Gen.S.Sosabowskiego]|28||PODLASKIE[]|Białystok[]|Białystok[]
A1877303|PL|32-400|Myślenice|ul. Kazimierza  Wielkiego[Króla Kazimieraz Wielkiego]|58||MAŁOPOLSKIE[]|myślenicki[]|Myślenice[]
A1877504|PL|33-113|Zbylitowska Góra|ul. bł. ks. Jerzego Aleksandra Popiełuszki[K.Popiełuszki]|32||MAŁOPOLSKIE[]|tarnowski[]|Tarnów[]
A1879338|PL|63-100|Psarskie|ul. Sikorskiego[Gen. Sikorskiego]|86C||WIELKOPOLSKIE[]|śremski[]|Śrem[]
A1879834|PL|42-226|Częstochowa|ul. św. Jadwigi[Jadwigi]|141F||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1880363|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|25||MAŁOPOLSKIE|Kraków|Kraków
A1880491|PL|42-202|Częstochowa|ul. Olgi  Boznańskiej[O.Boznańskiej]|3E||ŚLĄSKIE[]|Częstochowa[]|Częstochowa[]
A1880569|PL|67-231[67-210]|Głogów||57||DOLNOŚLĄSKIE|głogowski|Głogów[Kotla]
A1882589|PL|32-410[32-422]|Stadniki||65||MAŁOPOLSKIE|myślenicki[]|Dobczyce[]
A1883542|PL|33-113|Zbylitowska Góra|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.Popiełuszki]|32||MAŁOPOLSKIE|tarnowski|Tarnów
A1883867|PL|80-744|Gdańsk|ul. Stefanii  Sempołowskiej[S. SEMPOŁOWSKIEJ]|15|6|POMORSKIE|Gdańsk|Gdańsk
A1884060|PL|37-100|Łańcut|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[ul. Kard. Stefana Wyszyńskiego]|55D|7|PODKARPACKIE|łańcucki[]|Łańcut[]
A1884207|PL|30-654|Kraków|ul. Sebastiana  Klonowica[S.KLONOWICA]|24|71|MAŁOPOLSKIE|Kraków|Kraków
A1886672|PL|71-541|Szczecin|ul. św. Cyryla  i Metodego[CYRYLA I METODEGO]|9-A|26|ZACHODNIOPOMORSKIE|Szczecin|Szczecin
A1888008|PL|97-200|Tomaszów Mazowiecki|ul. bł. ks. Jerzego Aleksandra Popiełuszki[Ks.J.Popiełuszki]|58|60|ŁÓDZKIE[]|tomaszowski[]|Tomaszów Mazowiecki[]
A1888664|PL|44-100|Gliwice|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[St. Wyszyńskiego]|9|4 A|ŚLĄSKIE[]|Gliwice[]|Gliwice[]
A1889648|PL|02-790|Warszawa|ul. Mariana  Sengera  Cichego[J. Sengera Cichego]|3|21|MAZOWIECKIE[]|Warszawa[]|Warszawa[]
A1891457|PL|21-010|Łęczna|ul. Stefanii  Pawlak[S.Pawlak]|40||LUBELSKIE[]|łęczyński[]|Łęczna[]
A1891873|PL|20-631|Lublin|ul. Balcera[PANA BALCERA]|6|43|LUBELSKIE[]|Lublin[]|Lublin[]
A1893763|PL|37-564[37-560]|Jodłówka||9||PODKARPACKIE[]|jarosławski[]|Pruchnik[]
A1893768|PL|31-435|Kraków|ul. Prandoty[Biskupa Prandoty]|10A|112|MAŁOPOLSKIE|Kraków|Kraków
A1893950|PL|39-300|Mielec|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Kardynała Stefana Wyszyńskiego]|6/8||PODKARPACKIE[]|mielecki[]|Mielec[]
A1894141|PL|41-300|Dąbrowa Górnicza|ul. Pułaskiego[Kazimierza Pułaskiego]|20||ŚLĄSKIE|Dąbrowa Górnicza|Dąbrowa Górnicza
A1894421|PL|97-500|Radomsko|ul. bł. ks. kard. prym. Stefana  Wyszyńskiego[Prymasa Wyszyńskiego]|22|6|ŁÓDZKIE[]|radomszczański[]|Radomsko[]
A1894686|PL|30-053|Kraków|ul. kronikarza Galla  Anonima[Kronikarza Galla]|4|12|MAŁOPOLSKIE|Kraków|Kraków
A1894922|PL|32-440|Sułkowice|ul. kpt. Stanisława  Stanaszka[Kpt.St. Stanaszka]|131||MAŁOPOLSKIE[]|myślenicki[]|Sułkowice[]
