Komunikat|ID|Kod|Miejscowość|Ulica|Nr domu|Nr mieszkania|Województwo|Powiat|Gmina
Nie znaleziono ulicy ''Ul. Szumca' w miejscowości 'KRAKÓW''|A1392136|30-432|KRAKÓW|Ul. Szumca|22||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono ulicy ''ul. Św Stanisława' w miejscowości 'ŁÓDŹ''|A1406599|90-457|ŁÓDŹ|ul. Św Stanisława|14||||
Nie znaleziono ulicy ''ul. św. Brata Alberta Chmielow' w miejscowości 'DĄBROWA TARNOWSKA''|A1977131|33-200|DĄBROWA TARNOWSKA|ul. św. Brata Alberta Chmielow|44C||MAŁOPOLSKIE||
Nie znaleziono ulicy ''ul. Św. Floriana' w miejscowości 'Trześń''|A1962059|39-432|Trześń|ul. Św. Floriana|31A||||
Nie znaleziono ulicy ''ul. Św.Floriana' w miejscowości 'Brzesko''|A1941661|32-800|Brzesko|ul. Św.Floriana|13|13|||
Nie znaleziono ulicy ''ul. Świdrówka' w miejscowości 'Szczucin''|A1963721|33-230|Szczucin|ul. Świdrówka|61||MAŁOPOLSKIE|DĄBROWSKI|SZCZUCIN
Nie znaleziono ulicy ''ul. Świerczewskiego' w miejscowości 'JASTRZĘBIE ZDRÓJ''|A1622963|44-336|JASTRZĘBIE ZDRÓJ|ul. Świerczewskiego|8||||
Nie znaleziono ulicy ''Ul. Świerczewskiego' w miejscowości 'MANIOWY''|A1414417|34-436|MANIOWY|Ul. Świerczewskiego|15||||
Nie znaleziono ulicy ''Ul. Świerczewskiego' w miejscowości 'PAWŁOWICE''|A1391460|43-250|PAWŁOWICE|Ul. Świerczewskiego|6||ŚLĄSKIE|PSZCZYŃSKI|PAWŁOWICE
Nie znaleziono ulicy ''Ul. Świerczewskiego' w miejscowości 'PORĘBA''|A1412118|42-480|PORĘBA|Ul. Świerczewskiego|20||||
Nie znaleziono ulicy ''ul. Świerczewskiego' w miejscowości 'RYN''|A1403380|11-520|RYN|ul. Świerczewskiego|38||||
Nie znaleziono ulicy ''ul. Święcany' w miejscowości 'Skolszyn''|A1991917|38-242|Skolszyn|ul. Święcany|269||||
Nie znaleziono ulicy ''ul. Święcany' w miejscowości 'Skołyszyn''|A1962968|38-242|Skołyszyn|ul. Święcany|503||||
Nie znaleziono ulicy ''ul. Świętego Brata Alberta Chm' w miejscowości 'Dąbrowa Tarnowska''|A1963193|33-200|Dąbrowa Tarnowska|ul. Świętego Brata Alberta Chm|29A||||
Nie znaleziono ulicy ''ul. Świętej Anny' w miejscowości 'Nowy Targ''|A1962874|34-400|Nowy Targ|ul. Świętej Anny|123||||
Nie znaleziono ulicy ''ul. Świętej Barbary' w miejscowości 'Tarnobrzeg''|A1987364|39-400|Tarnobrzeg|ul. Świętej Barbary|23|2|||
Nie znaleziono ulicy ''Ul. Świętej Katarzyny' w miejscowości 'NOWY TARG''|A1390673|34-400|NOWY TARG|Ul. Świętej Katarzyny|2||||
Nie znaleziono ulicy ''ul. Tadeusza Boya-Żeleńskiego' w miejscowości 'Białystok''|A1988036|15-198|Białystok|ul. Tadeusza Boya-Żeleńskiego|57||||
Nie znaleziono ulicy ''Ul. Tadeusza Kościuszki' w miejscowości 'GRYBÓW''|A1414700|33-330|GRYBÓW|Ul. Tadeusza Kościuszki|37||||
Nie znaleziono ulicy ''ul. Tadeusza Kościuszki' w miejscowości 'Koniecpol''|A1988166|42-230|Koniecpol|ul. Tadeusza Kościuszki|47||||
Nie znaleziono ulicy ''ul. Tadeusza Kościuszki' w miejscowości 'Korfantów''|A1962486|48-317|Korfantów|ul. Tadeusza Kościuszki|22a||OPOLSKIE|NYSKI|KORFANTÓW
Nie znaleziono ulicy ''ul. Tadeusza Kościuszki' w miejscowości 'Tomaszów Lubelski''|A1940502|22-600|Tomaszów Lubelski|ul. Tadeusza Kościuszki|32|48|LUBELSKIE|TOMASZOWSKI|TOMASZÓW LUBELSKI
Nie znaleziono ulicy ''ul. Targowisko' w miejscowości 'LIPNO''|A1392587|64-111|LIPNO|ul. Targowisko|25||||
Nie znaleziono ulicy ''ul. Tatary' w miejscowości 'Nidzica''|A1963576|13-100|Nidzica|ul. Tatary|71||||
Nie znaleziono ulicy ''ul. Tenisowa' w miejscowości 'ANDRESPOL''|A1390678|95-020|ANDRESPOL|ul. Tenisowa|4||||
Nie znaleziono ulicy ''ul. Teofila Aleksandra Lenarto' w miejscowości 'PŁOCK''|A1921028|09-402|PŁOCK|ul. Teofila Aleksandra Lenarto|4||MAZOWIECKIE||
Nie znaleziono ulicy ''ul. Teofila Brzozy' w miejscowości 'Książenice''|A1938954|44-213|Książenice|ul. Teofila Brzozy|49A|49A|||
Nie znaleziono ulicy ''ul. Teofila Lenartowicza' w miejscowości 'Bielsko-Biała''|A1986322|43-300|Bielsko-Biała|ul. Teofila Lenartowicza|29|18|||
Nie znaleziono ulicy ''ul. Teofila Lenartowicza' w miejscowości 'Kraków''|A1940664|31-138|Kraków|ul. Teofila Lenartowicza|6|8|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono ulicy ''Ul. Tetmajera' w miejscowości 'CZECHOWICE-DZIEDZICE''|A1414165|43-502|CZECHOWICE-DZIEDZICE|Ul. Tetmajera|16|54|||
Nie znaleziono ulicy ''ul. Tetmajera' w miejscowości 'Łąka''|A1962277|43-241|Łąka|ul. Tetmajera|58||||
Nie znaleziono ulicy ''ul. Tomaszowska' w miejscowości 'LUBOCHNIA''|A1477667|97-217|LUBOCHNIA|ul. Tomaszowska 9|||||
Nie znaleziono ulicy ''ul. Topolowa' w miejscowości 'POW. BOCHNIA''|A1171053|32-765|POW. BOCHNIA|ul. Topolowa|1||MAŁOPOLSKIE|BOCHEŃSKI|BOCHNIA
Nie znaleziono ulicy ''ul. Turzyniec' w miejscowości 'Zwierzyniec''|A1963581|22-470|Zwierzyniec|ul. Turzyniec|89||||
Nie znaleziono ulicy ''Ul. Tysiąclecia' w miejscowości '37-400 NISKO''|A1390747||37-400 NISKO|Ul. Tysiąclecia|8|91|||
Nie znaleziono ulicy ''Ul. Tysiąclecia' w miejscowości 'BRZOZÓW''|A1391078|36-200|BRZOZÓW|Ul. Tysiąclecia|8b||||
Nie znaleziono ulicy ''Ul. Ul. Stanisława W' w miejscowości 'KROSNO''|A1417078|38-400|KROSNO|Ul. Ul. Stanisława W|74||||
Nie znaleziono ulicy ''Ul. W. Jagiełły' w miejscowości 'PROSZOWICE''|A1857668|32-100|PROSZOWICE|Ul. W. Jagiełły|25||||
Nie znaleziono ulicy ''ul. Wadowicka' w miejscowości 'LISZKI''|A1681306|32-060|LISZKI|ul. Wadowicka|7||||
Nie znaleziono ulicy ''ul. Walowa Góra' w miejscowości 'Limanowa''|A1988013|34-600|Limanowa|ul. Walowa Góra|16|16|||
Nie znaleziono ulicy ''ul. Warneńczyka' w miejscowości 'Mielec''|A1961643|39-300|Mielec|ul. Warneńczyka|1|76|PODKARPACKIE|MIELECKI|MIELEC
Nie znaleziono ulicy ''ul. Warneńczyka' w miejscowości 'Mielec''|A1991781|39-300|Mielec|ul. Warneńczyka|1|51|||
Nie znaleziono ulicy ''ul. Warneńczyka' w miejscowości 'MIELEC''|A1415139|39-303|MIELEC|ul. Warneńczyka|5|98|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1390836|39-300|MIELEC|Ul. Warneńczyka|5|103|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1390849|39-300|MIELEC|Ul. Warneńczyka|5|91|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1390791|39-300|MIELEC|Ul. Warneńczyka|5|51|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1394707|39-300|MIELEC|Ul. Warneńczyka|13||||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1414775|39-300|MIELEC|Ul. Warneńczyka|9|102|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1416078|39-300|MIELEC|Ul. Warneńczyka|15|7|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1415473|39-300|MIELEC|Ul. Warneńczyka|8|68|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1415511|39-300|MIELEC|Ul. Warneńczyka|13|36|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1417838|39-300|MIELEC|Ul. Warneńczyka|9|57|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1417899|39-300|MIELEC|Ul. Warneńczyka|13|74|||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'MIELEC''|A1418752|39-900|MIELEC|Ul. Warneńczyka|7|119|||
Nie znaleziono ulicy ''ul. Warneńczyka' w miejscowości 'Rzeszów''|A1963457|35-612|Rzeszów|ul. Warneńczyka|81E||||
Nie znaleziono ulicy ''ul. Warneńczyka' w miejscowości 'Rzeszów''|A1990481|35-612|Rzeszów|ul. Warneńczyka|87b||||
Nie znaleziono ulicy ''Ul. Warneńczyka' w miejscowości 'RZESZÓW''|A1391084|35-612|RZESZÓW|Ul. Warneńczyka|32|3|||
Nie znaleziono ulicy ''ul. Warszawska' w miejscowości 'ZEGRZE''|A1238477|05-130|ZEGRZE|ul. Warszawska|22||||
Nie znaleziono ulicy ''ul. Wenantego Burdzińskiego' w miejscowości 'WARSZAWA''|A1898251|03-480|WARSZAWA|ul. Wenantego Burdzińskiego|4||MAZOWIECKIE||
Nie znaleziono ulicy ''ul. Westerplatte' w miejscowości 'Wałbrzych''|A1941574|58-309|Wałbrzych|ul. Westerplatte|25||||
Nie znaleziono ulicy ''Ul. Widok' w miejscowości 'Stalowa Wola''|A1990691|37-450|Stalowa Wola|Ul. Widok|29||||
Nie znaleziono ulicy ''ul. Widokowa' w miejscowości 'Dąbrowa''|A1991452|32-014|Dąbrowa|ul. Widokowa|367||||
Nie znaleziono ulicy ''ul. Wincentego Danka' w miejscowości 'KRAKÓW''|A1994727|31-229|KRAKÓW|ul. Wincentego Danka|8|U19|MAŁOPOLSKIE||
Nie znaleziono ulicy ''ul. Wincentego Janasa' w miejscowości 'Katowice''|A1991186|40-855|Katowice|ul. Wincentego Janasa|15|8|||
Nie znaleziono ulicy ''ul. Wincentego Manierskiego' w miejscowości 'Jedlicze''|A1991767|38-460|Jedlicze|ul. Wincentego Manierskiego|4||||
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Katowice''|A1987248|40-596|Katowice|ul. Wincentego Pola|25|12|||
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Lesko''|A1990741|38-600|Lesko|ul. Wincentego Pola|11|22|||
Nie znaleziono ulicy ''Ul. Wincentego Pola' w miejscowości 'LESKO''|A1851363|38-600|LESKO|Ul. Wincentego Pola|11|34|||
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Rzeszów''|A1990472|35-021|Rzeszów|ul. Wincentego Pola|7|4|PODKARPACKIE|RZESZÓW|RZESZÓW
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Wieliczka''|A1940829|32-020|Wieliczka|ul. Wincentego Pola|14|82|||
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Wieliczka''|A1960704|32-020|Wieliczka|ul. Wincentego Pola|10|15|||
Nie znaleziono ulicy ''ul. Wincentego Pola' w miejscowości 'Wieliczka''|A1988132|32-020|Wieliczka|ul. Wincentego Pola|19F||||
Nie znaleziono ulicy ''ul. Wincentego Rzymowskiego' w miejscowości 'WARSZAWA''|A1885522|02-697|WARSZAWA|ul. Wincentego Rzymowskiego|53||MAZOWIECKIE||
Nie znaleziono ulicy ''ul. Wincentego Styczyńskiego' w miejscowości 'Gliwice''|A1961542|44-100|Gliwice|ul. Wincentego Styczyńskiego|11|1|ŚLĄSKIE|GLIWICE|GLIWICE
Nie znaleziono ulicy ''ul. Wincentego Wito' w miejscowości 'LEŻAJSK''|A1416522|37-300|LEŻAJSK|ul. Wincentego Wito|1||||
Nie znaleziono ulicy ''ul. Wincentego Witos' w miejscowości 'BRZOZÓW''|A1416737|36-200|BRZOZÓW|ul. Wincentego Witos|15|6|||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'BESTWINKA''|A1676454|43-512|BESTWINKA|ul. Wincentego Witosa|28||ŚLĄSKIE||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'BRZOZÓW''|ZA1416737|36-200|BRZOZÓW|ul. Wincentego Witosa|15|6|PODKARPACKIE|BRZOZOWSKI|BRZOZÓW
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Dobczyce''|A1990000|32-410|Dobczyce|ul. Wincentego Witosa|13b||MAŁOPOLSKIE|MYŚLENICKI|DOBCZYCE
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Jadowniki''|A1941294|32-851|Jadowniki|ul. Wincentego Witosa|227||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Kędzierzyn-Koźle''|A1941538|47-223|Kędzierzyn-Koźle|ul. Wincentego Witosa|13|2|||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'KIELCE''|A1836388|25-561|KIELCE|ul. Wincentego Witosa|65||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Kraków''|A1941777|30-612|Kraków|ul. Wincentego Witosa|17|43|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Kraków''|A1942218|30-612|Kraków|ul. Wincentego Witosa|35|47|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Kuźnica Kiedrzyńska''|A1964569|42-233|Kuźnica Kiedrzyńska|ul. Wincentego Witosa|162/164||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Olsztyn''|A1963022|10-688|Olsztyn|ul. Wincentego Witosa|1B|20|||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Rybnik''|A1987526|44-200|Rybnik|ul. Wincentego Witosa|32F||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'SANOK''|A1863745|38-500|SANOK|ul. Wincentego Witosa|24||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Skalbmierz''|A1939696|28-530|Skalbmierz|ul. Wincentego Witosa|55||||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'Skalbmierz''|A1989292|28-530|Skalbmierz|ul. Wincentego Witosa|59|-|||
Nie znaleziono ulicy ''ul. Wincentego Witosa' w miejscowości 'TYCHY''|T1760040|43-100|TYCHY|ul. Wincentego Witosa|4c|15|||
Nie znaleziono ulicy ''ul. Wisławy Szymborskiej' w miejscowości 'Karniowice''|A1965287|32-545|Karniowice|ul. Wisławy Szymborskiej|1a||||
Nie znaleziono ulicy ''Ul. Wiślana' w miejscowości 'BRZESKO''|A1391533|32-800|BRZESKO|Ul. Wiślana|34||||
Nie znaleziono ulicy ''ul. Wł Stanisława Reymonta' w miejscowości 'BUKOWNO''|A1856773|32-332|BUKOWNO|ul. Wł Stanisława Reymonta|54||||
Nie znaleziono ulicy ''Ul. Wł. Warneńczyka' w miejscowości 'LUBAŃ''|A1416104|59-800|LUBAŃ|Ul. Wł. Warneńczyka|4||||
Nie znaleziono ulicy ''ul. Władysława 4' w miejscowości 'Rzeszów''|A1938625|35-617|Rzeszów|ul. Władysława 4|28||||
Nie znaleziono ulicy ''Ul. Władysława Grabs' w miejscowości 'ŁAŃCUT''|A1414537|37-100|ŁAŃCUT|Ul. Władysława Grabs|5||PODKARPACKIE|ŁAŃCUCKI|ŁAŃCUT
Nie znaleziono ulicy ''Ul. Władysława Jagie' w miejscowości 'TARNÓW''|A1391301|33-101|TARNÓW|Ul. Władysława Jagie|128||||
Nie znaleziono ulicy ''ul. Władysława Reymonta' w miejscowości 'BIAŁOBRZEGI''|A1477660|26-800|BIAŁOBRZEGI|ul. Władysława Reymonta 46|||||
Nie znaleziono ulicy ''ul. Władysława Reymonta' w miejscowości 'Lędziny''|A1990490|43-143|Lędziny|ul. Władysława Reymonta|55||||
Nie znaleziono ulicy ''ul. Władysława Sikorskiego' w miejscowości 'Stalowa Wola''|A1986760|37-450|Stalowa Wola|ul. Władysława Sikorskiego|11d||||
Nie znaleziono ulicy ''Ul. Wojska Polskiego' w miejscowości 'CHYBIE''|A1392793|43-520|CHYBIE|Ul. Wojska Polskiego|50||||
Nie znaleziono ulicy ''ul. Wolka' w miejscowości 'Ruciane-Nida''|A1964552|12-220|Ruciane-Nida|ul. Wolka|11c||||
Nie znaleziono ulicy ''ul. Wójtowicza' w miejscowości 'Kłaj''|A1940606|32-015|Kłaj|ul. Wójtowicza|858||||
Nie znaleziono ulicy ''ul. Wręczycka' w miejscowości 'Węglowice''|A1964701|42-133|Węglowice|ul. Wręczycka|94||||
Nie znaleziono ulicy ''ul. Wspólna' w miejscowości 'Drwinia''|A1991769|32-709|Drwinia|ul. Wspólna|180||||
Nie znaleziono ulicy ''Ul. Wyzwolenia' w miejscowości 'STANOWICE''|A1394094|44-230|STANOWICE|Ul. Wyzwolenia|114||||
Nie znaleziono ulicy ''Ul. Xx-Lecia' w miejscowości 'CHARSZNICA''|A1391428|32-250|CHARSZNICA|Ul. Xx-Lecia|10b||||
Nie znaleziono ulicy ''ul. XXX-lecia' w miejscowości 'KLUCZE''|A1416295|32-310|KLUCZE|ul. XXX-lecia|11|3|||
Nie znaleziono ulicy ''ul. Zabłocie' w miejscowości 'Jasień''|A1991835|68-320|Jasień|ul. Zabłocie|64A||||
Nie znaleziono ulicy ''ul. Zadole Kosmolowskie' w miejscowości 'Olkusz''|A1942127|32-300|Olkusz|ul. Zadole Kosmolowskie|21||||
Nie znaleziono ulicy ''ul. Zadziele' w miejscowości 'MOGILANY''|A1395654|32-031|MOGILANY|ul. Zadziele|188||||
Nie znaleziono ulicy ''ul. Zagrody' w miejscowości 'Goraj''|A1960760|23-450|Goraj|ul. Zagrody|59||||
Nie znaleziono ulicy ''Ul. Zakręty' w miejscowości 'WILAMOWICE''|A1418310|43-330|WILAMOWICE|Ul. Zakręty|3||||
Nie znaleziono ulicy ''Ul. Zamkowa' w miejscowości 'Piekoszow''|A1939099|26-065|Piekoszow|Ul. Zamkowa|65||||
Nie znaleziono ulicy ''ul. Zamojska' w miejscowości 'TYSZOWCE''|A1417753|22-630|TYSZOWCE|ul. Zamojska|48||||
Nie znaleziono ulicy ''Ul. Zaopusta' w miejscowości 'PODLESIE''|A1391188|40-748|PODLESIE|Ul. Zaopusta|1|1|||
Nie znaleziono ulicy ''ul. Zawady' w miejscowości 'Bełchatów''|A1964699|97-400|Bełchatów|ul. Zawady|51W||||
Nie znaleziono ulicy ''Ul. Zawadzkiego' w miejscowości 'Zielona Góra''|A1937434|65-001|Zielona Góra|Ul. Zawadzkiego|81|9|||
Nie znaleziono ulicy ''ul. Zbójecka' w miejscowości 'Kraków''|A1938184|34-122|Kraków|ul. Zbójecka|37||MAŁOPOLSKIE|KRAKÓW|KRAKÓW
Nie znaleziono ulicy ''ul. Zielona' w miejscowości 'Aleksandria''|A1990350|42-274|Aleksandria|ul. Zielona|42||||
Nie znaleziono ulicy ''ul. Zielona' w miejscowości 'Aleksandria''|A1939714|42-274|Aleksandria|ul. Zielona|67J||||
Nie znaleziono ulicy ''Ul. Zielona' w miejscowości 'JASTRZĘBIE''|A1416164|44-335|JASTRZĘBIE|Ul. Zielona|39|34|||
Nie znaleziono ulicy ''ul. Zielona' w miejscowości 'TRZEBINIA''|A1957928|32-541|TRZEBINIA|ul. Zielona|8||MAŁOPOLSKIE||
Nie znaleziono ulicy ''Ul. Zielona' w miejscowości 'ZEBRZYDOWICE''|A1391669|43-410|ZEBRZYDOWICE|Ul. Zielona|10||||
Nie znaleziono ulicy ''Ul. Ziębicka' w miejscowości '57-200 ZĄBKOWICE ŚLĄSKIE''|A1390749||57-200 ZĄBKOWICE ŚLĄSKIE|Ul. Ziębicka|52|1|||
Nie znaleziono ulicy ''ul. Zwycięstwa' w miejscowości 'STANOWICE''|A1900064|44-230|STANOWICE|ul. Zwycięstwa|12||ŚLĄSKIE||
Nie znaleziono ulicy ''Ul. Zygmunta Luberto' w miejscowości 'NOWY TARG''|A1414733|34-400|NOWY TARG|Ul. Zygmunta Luberto|34||||
Nie znaleziono ulicy ''Ul. Źródlana' w miejscowości '34-220 MAKÓW PODHALAŃSKI''|A1390744||34-220 MAKÓW PODHALAŃSKI|Ul. Źródlana|17||||
Nie znaleziono ulicy ''Ul. Żniwna' w miejscowości 'RAWICZ''|A1390568|63-900|RAWICZ|Ul. Żniwna|21||||
Nie znaleziono ulicy ''ul. Żółkiewskiego' w miejscowości 'SANDOMIERZ''|A1416760|27-600|SANDOMIERZ|ul. Żółkiewskiego|3C|23|||
Nie znaleziono ulicy ''Ul. Żółkiewskiego' w miejscowości 'SANDOMIERZ''|A1391561|27-600|SANDOMIERZ|Ul. Żółkiewskiego|5|77|||
Nie znaleziono ulicy ''Ul. Żółkiewskiego' w miejscowości 'SANDOMIERZ''|A1417493|27-600|SANDOMIERZ|Ul. Żółkiewskiego|9|30|||
Nie znaleziono ulicy ''ul. Żwirki i Wigury' w miejscowości 'Krosno''|A1961820|38-400|Krosno|ul. Żwirki i Wigury|1C|33|||
Nie znaleziono ulicy ''ul. Żwirowa' w miejscowości 'KANIÓW''|A1395563|43-512|KANIÓW|ul. Żwirowa|3||||
Nie znaleziono ulicy ''ul.1-go Maja' w miejscowości 'KUDOWA''|A1652019||KUDOWA|ul.1-go Maja 25a|||||
Nie znaleziono ulicy ''Ul.1' w miejscowości 'RADOM''|A1390686|26-600|RADOM|Ul.1|905roku|19a/20|||
Nie znaleziono ulicy ''ul.10 marca' w miejscowości 'LĘBORK''|A1388650|84-300|LĘBORK|ul.10 marca|9||||
Nie znaleziono ulicy ''ul.1000-lecia PP' w miejscowości 'TRZEBINIA''|A1723179|32-540|TRZEBINIA|ul.1000-lecia PP 34b|||||
Nie znaleziono ulicy ''Ul.1000-Lecia' w miejscowości 'NISKO''|A1397523|37-400|NISKO|Ul.1000-Lecia|8b|5|||
Nie znaleziono ulicy ''UL.16 STYCZNIA' w miejscowości 'MSTÓW''|A1476078|42-244|MSTÓW|UL.16 STYCZNIA 14|||||
Nie znaleziono ulicy ''ul.17 Stycznia 47' w miejscowości 'WARSZAWA''|A1452938|02-146|WARSZAWA|ul.17 Stycznia 47|35|37|||
Nie znaleziono ulicy ''UL.19 STYCZNIA' w miejscowości 'KONSTANTYNÓW''|A1476751|95-050|KONSTANTYNÓW|UL.19 STYCZNIA 5A|||||
Nie znaleziono ulicy ''UL.22 LIPCA' w miejscowości 'ABRAMÓW''|A1476380|21-143|ABRAMÓW|UL.22 LIPCA 8A|||||
Nie znaleziono ulicy ''ul.25 Stycznia' w miejscowości 'TARNOWO PODGÓRNE''|A1476622|62-080|TARNOWO PODGÓRNE|ul.25 Stycznia 1|||||
Nie znaleziono ulicy ''UL.30 LECIA' w miejscowości 'SZUMOWO''|A1476426|18-305|SZUMOWO|UL.30 LECIA 3|||||
Nie znaleziono ulicy ''ul.Adama Mickiewicza' w miejscowości 'Żory''|ZA1941268|44-240|Żory|ul.Adama Mickiewicza|11||ŚLĄSKIE|ŻORY|ŻORY
Nie znaleziono ulicy ''ul.Akacjowa' w miejscowości 'OŚWIĘCIM-ZABORZE''|A1940530|32-600|OŚWIĘCIM-ZABORZE|ul.Akacjowa|21a||MAŁOPOLSKIE|OŚWIĘCIMSKI|OŚWIĘCIM
Nie znaleziono ulicy ''ul.Akacjowa' w miejscowości 'Witów Kolonia''|A1990208|97-330|Witów Kolonia|ul.Akacjowa|16A||||
Nie znaleziono ulicy ''ul.Al.Ignacego J.Paderewskiego' w miejscowości 'WROCŁAW''|A1836457|51-612|WROCŁAW|ul.Al.Ignacego J.Paderewskiego|35||||
Nie znaleziono ulicy ''ul.Al.Jerozolimskie' w miejscowości 'WARSZAWA''|A1405589||WARSZAWA|ul.Al.Jerozolimskie|111||||
Nie znaleziono ulicy ''ul.Al.Jerozolimskie' w miejscowości 'WARSZAWA''|A1620085||WARSZAWA|ul.Al.Jerozolimskie|87||||
Nie znaleziono ulicy ''ul.Antoniów' w miejscowości 'OPOCZNO''|A1792271|26-300|OPOCZNO|ul.Antoniów 27|||||
Nie znaleziono ulicy ''ul.Arcybiskupa Zygmunta Szczęs' w miejscowości 'Kraków''|A1986954|31-236|Kraków|ul.Arcybiskupa Zygmunta Szczęs|4|8|||
Nie znaleziono ulicy ''ul.Arcybiskupa Zygmunta Szczęs' w miejscowości 'Kraków''|A1987715|31-236|Kraków|ul.Arcybiskupa Zygmunta Szczęs|31|15|||
Nie znaleziono ulicy ''UL.ARMII KRAJOWEJ' w miejscowości 'TYMBARK''|A1476277|34-650|TYMBARK|UL.ARMII KRAJOWEJ 215|||||
Nie znaleziono ulicy ''Ul.Armii Ludowej' w miejscowości 'RYBNIK''|A1415941|44-251|RYBNIK|Ul.Armii Ludowej|10||||
Nie znaleziono ulicy ''UL.B.CHROBREGO' w miejscowości 'CEDYNIA''|A1476805|74-130|CEDYNIA|UL.B.CHROBREGO 9|||||
Nie znaleziono ulicy ''UL.B.CHROBREGO' w miejscowości 'DRAWSKO POMORSKIE''|A1476263|78-500|DRAWSKO POMORSKIE|UL.B.CHROBREGO 2A|||||
Nie znaleziono ulicy ''ul.B.Chrobrego' w miejscowości 'KATOWICE''|A1388266||KATOWICE|ul.B.Chrobrego|31|153|||
Nie znaleziono ulicy ''UL.B.CHROBREGO' w miejscowości 'OŚNO LUBUSKIE''|A1476149|69-220|OŚNO LUBUSKIE|UL.B.CHROBREGO 5|||||
Nie znaleziono ulicy ''ul.B.Chrobrego' w miejscowości 'WIELICZKA''|A1236945|32-020|WIELICZKA|ul.B.Chrobrego|30|3|MAŁOPOLSKIE|WIELICKI|WIELICZKA
Nie znaleziono ulicy ''Ul.B.Krzywoustego' w miejscowości 'BIELSKO-BIAŁA''|A1413085|43-300|BIELSKO-BIAŁA|Ul.B.Krzywoustego|9|7|||
Nie znaleziono ulicy ''ul.Bandrowskiego' w miejscowości 'DĄBROWA GÓRNICZA''|A1621510||DĄBROWA GÓRNICZA|ul.Bandrowskiego|3A||||
Nie znaleziono ulicy ''UL.BANKOWA' w miejscowości 'NOWE SKALMIERZYCE''|A1476184|63-460|NOWE SKALMIERZYCE|UL.BANKOWA 1|||||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'BIELSKO-BIAŁA''|A1376750|43-300|BIELSKO-BIAŁA|ul.Batorego|17a||||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'Busko-Zdrój''|A1937464|28-100|Busko-Zdrój|ul.Batorego|23|26|||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'CHORZÓW''|A1400944|41-506|CHORZÓW|ul.Batorego|48||||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'CHORZÓW''|A1459893|41-506|CHORZÓW|ul.Batorego|98|47|||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'GORLICE''|A1415337|38-300|GORLICE|ul.Batorego|40||||
Nie znaleziono ulicy ''ul.Batorego' w miejscowości 'KRAKÓW''|A1399791|31-135|KRAKÓW|ul.Batorego|20|5|MAŁOPOLSKIE|KRAKÓW|KRAKÓW
