STATUS;MIEJSCOWOŒÆ;ULICA;NUMERY;GMINA;POWIAT;WOJEWÓDZTWO;POPRZEDNIO;TERAZ
-;Zamoœæ;Nadrzeczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Narcyzowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Nasienna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Niepodleg³oœci;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Nikifora Krynickiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Niska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Nowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Nowy Rynek;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Nowy Œwiat;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;OboŸna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Obronna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Obroñców Pokoju;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Odrodzenia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ogrodnicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ogrodowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Okopowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Olchowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Olgi Boznañskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Orla;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Orl¹t Lwowskich;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ormiañska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Orna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Orzechowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Osiedlowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Parkowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Partyzantów;1-15(n), 2-DK(p), 19-DK(n);Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Partyzantów;15;Zamoœæ;Zamoœæ;lubelskie;22-411;
-;Zamoœæ;Pawia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Paw³ówka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Peowiaków;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pereca;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Piaskowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Piastowska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Piotra Œciegiennego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;pl. Melchiora Stefanidesa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Plac Wolnoœci;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;P³k. Jana Krysiñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;P³k. Lisa-Kuli;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pochy³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pocztowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Podchor¹¿ych;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Podgroble;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Podleœna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Podwale;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pogodna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Polarna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Polna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Poprzeczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Powiatowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Powstañców;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Poziomkowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pó³nocna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Promienna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Prosta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Prymasa Stefana Wyszyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Przechodnia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Przemys³owa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;PrzyjaŸni;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Pszeniczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Radosna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Radziecka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ratuszowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Redutowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Robotnicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Rodziny Kowerskich;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Rolnicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Romualda Traugutta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Równa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ró¿ana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ruchu Oporu;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Rynek Solny;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Rynek Wielki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sadowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sadowisko;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sasanki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sebastiana Klonowicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Skoœna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;S³oneczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;S³onecznikowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;S³owicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sokola;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Solna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sosnowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sowia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Spadek;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Spokojna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Spo³eczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Spó³dzielcza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stanis³awa Herbsta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stanis³awa M³odo¿eñca;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stanis³awa Moniuszki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stanis³awa Staszica;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stanis³awa Wyspiañskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Starowiejska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stefana Batorego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stefana Milera;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stefana Okrzei;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stefana ¯eromskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Stefanii Sempo³owskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Strefowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Studzienna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Styczniowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Swobodna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Sybiraków;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szarych Szeregów;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szczebrzeska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szklarniowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szkolna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szwedzka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szymona Konarskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szymona Piechowicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Szymona Szymonowica;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Œl¹ska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Œw. Pi¹tka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Œwierkowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Œwiêtego Brata Alberta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tadeusza Koœciuszki;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tadeusza Makowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tadeusza Onyszkiewicza;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tadeusza Sygietyñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tadeusza Zaremby;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tarninowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tartaczna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Tatarska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Têczowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Topolowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Ustronie;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Waleriana £ukasiñskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wa³owa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W¹ska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Weso³a;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Weteranów;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wêgierska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wiejska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wierzbowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wincentego Pola;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wincentego Witosa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wiosenna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wiœniowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Witolda Lutos³awskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa Broniewskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa Grabskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa Jagie³³y;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa £okietka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa Orkana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³adys³awa Stanis³awa Reymonta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;W³oœciañska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wojciecha G³owackiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wojciecha Kossaka;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wojska Polskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wrzosowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Wspólna;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zacisze;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zag³oby;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zagrodowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zajazd;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zakamarek;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zamkniêta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zamkowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zarwanica;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zbigniewa Herberta;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zdrojowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zdzis³awa Maækowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zgoda;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zielona;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zimowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zofii Na³kowskiej;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zuchów;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zwi¹zkowa;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zygmunta Klukowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zygmunta Noskowskiego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;Zygmunta Starego;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;ródlana;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;¯abia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;¯aków;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;¯danowska;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;¯urawia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
-;Zamoœæ;¯ytnia;;Zamoœæ;Zamoœæ;lubelskie;22-400;
+;Zamoœæ;;;Zamoœæ;Zamoœæ;lubelskie;;22-400
+;Zawiercie;Andrzeja Frycza-Modrzewskiego;;Zawiercie;zawierciañski;œl¹skie;;42-431
+;Zawiercie;Podk¹dzielowa;;Zawiercie;zawierciañski;œl¹skie;;42-400
+;Zielona Góra;Janusza Groszkowskiego;;Zielona Góra;Zielona Góra;lubuskie;;65-012
+;Zielona Góra;Kie³pin-Lwa;;Zielona Góra;Zielona Góra;lubuskie;;66-006
+;Zielona Góra;£ê¿yca-Piaskowa;;Zielona Góra;Zielona Góra;lubuskie;;66-016
+;Zielona Góra;£ê¿yca-Sosnowa;;Zielona Góra;Zielona Góra;lubuskie;;66-016
+;Zielona Góra;£ê¿yca-Urbanistów;;Zielona Góra;Zielona Góra;lubuskie;;66-016
-;Zielona Góra;Przyleœna;1-3;Zielona Góra;Zielona Góra;lubuskie;65-544;
-;Zielona Góra;Przyleœna;1-DK;Zielona Góra;Zielona Góra;lubuskie;66-004;
+;Zielona Góra;Przyleœna;;Zielona Góra;Zielona Góra;lubuskie;;65-544
+;Zielona Góra;Racula-Podleœna;;Zielona Góra;Zielona Góra;lubuskie;;66-004
+;¯ory;Adama Józefa Rostka;;¯ory;¯ory;œl¹skie;;44-240
+;¯ory;Cynamonowa;;¯ory;¯ory;œl¹skie;;44-240
+;¯ory;ks. Stanis³awa Garbocza;;¯ory;¯ory;œl¹skie;;44-244
+;¯ory;Magazynowa;;¯ory;¯ory;œl¹skie;;44-240
+;¯ory;So³ecka;;¯ory;¯ory;œl¹skie;;44-245
+;¯ory;Sowia;;¯ory;¯ory;œl¹skie;;44-245
+;¯ory;Sztygarska;;¯ory;¯ory;œl¹skie;;44-245
+;¯ory;Wieczorna;;¯ory;¯ory;œl¹skie;;44-240
